page,word_idx,word,question_image_version
Lit_BrokenApril_9_question_09111_distractor_b,15,de,question_images_version_94
Lit_BrokenApril_9_question_09111_distractor_b,16,el.,question_images_version_94
Lit_BrokenApril_9_question_09111_distractor_c,0,Și-a,question_images_version_94
Lit_BrokenApril_9_question_09111_distractor_c,1,sărutat,question_images_version_94
Lit_BrokenApril_9_question_09111_distractor_c,2,soția,question_images_version_94
Lit_BrokenApril_9_question_09111_distractor_c,3,pe,question_images_version_94
Lit_BrokenApril_9_question_09111_distractor_c,4,păr,question_images_version_94
Lit_BrokenApril_9_question_09111_distractor_c,5,când,question_images_version_94
Lit_BrokenApril_9_question_09111_distractor_c,6,ea,question_images_version_94
Lit_BrokenApril_9_question_09111_distractor_c,7,și-a,question_images_version_94
Lit_BrokenApril_9_question_09111_distractor_c,8,sprijinit,question_images_version_94
Lit_BrokenApril_9_question_09111_distractor_c,9,capul,question_images_version_94
Lit_BrokenApril_9_question_09111_distractor_c,10,pe,question_images_version_94
Lit_BrokenApril_9_question_09111_distractor_c,11,umărul,question_images_version_94
Lit_BrokenApril_9_question_09111_distractor_c,12,lui.,question_images_version_94
question_09112,0,Cum,question_images_version_94
question_09112,1,a,question_images_version_94
question_09112,2,fost,question_images_version_94
question_09112,3,anunțată,question_images_version_94
question_09112,4,în,question_images_version_94
question_09112,5,ziar,question_images_version_94
question_09112,6,călătoria,question_images_version_94
question_09112,7,lui,question_images_version_94
question_09112,8,Besian,question_images_version_94
question_09112,9,Vorps,question_images_version_94
question_09112,10,și,question_images_version_94
question_09112,11,a,question_images_version_94
question_09112,12,soției,question_images_version_94
question_09112,13,sale?,question_images_version_94
Lit_BrokenApril_9_question_09112_target,0,Ca,question_images_version_94
Lit_BrokenApril_9_question_09112_target,1,o,question_images_version_94
Lit_BrokenApril_9_question_09112_target,2,călătorie,question_images_version_94
Lit_BrokenApril_9_question_09112_target,3,la,question_images_version_94
Lit_BrokenApril_9_question_09112_target,4,munte,question_images_version_94
Lit_BrokenApril_9_question_09112_target,5,în,question_images_version_94
Lit_BrokenApril_9_question_09112_target,6,luna,question_images_version_94
Lit_BrokenApril_9_question_09112_target,7,de,question_images_version_94
Lit_BrokenApril_9_question_09112_target,8,miere.,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_a,0,Ca,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_a,1,o,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_a,2,retragere,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_a,3,a,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_a,4,scriitorului,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_a,5,Besian,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_a,6,Vorps,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_a,7,în,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_a,8,masivul,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_a,9,muntos,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_a,10,din,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_a,11,nord.,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_b,0,Într-un,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_b,1,editorial,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_b,2,al,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_b,3,prietenului,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_b,4,lor,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_b,5,Adrian,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_b,6,Guma.,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_c,0,Într-o,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_c,1,notificare,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_c,2,privată,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_c,3,pe,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_c,4,care,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_c,5,Besian,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_c,6,Vorps,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_c,7,a,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_c,8,trimis-o,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_c,9,unui,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_c,10,jurnalist,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_c,11,din,question_images_version_94
Lit_BrokenApril_9_question_09112_distractor_c,12,Rrafsh.,question_images_version_94
question_09121,0,Cum,question_images_version_94
question_09121,1,au,question_images_version_94
question_09121,2,reacționat,question_images_version_94
question_09121,3,prietenii,question_images_version_94
question_09121,4,miresei,question_images_version_94
question_09121,5,din,question_images_version_94
question_09121,6,Tirana,question_images_version_94
question_09121,7,la,question_images_version_94
question_09121,8,planurile,question_images_version_94
question_09121,9,ei,question_images_version_94
question_09121,10,de,question_images_version_94
question_09121,11,a,question_images_version_94
question_09121,12,merge,question_images_version_94
question_09121,13,într-o,question_images_version_94
question_09121,14,călătorie,question_images_version_94
question_09121,15,în,question_images_version_94
question_09121,16,masivul,question_images_version_94
question_09121,17,muntos,question_images_version_94
question_09121,18,din,question_images_version_94
question_09121,19,nord?,question_images_version_94
Lit_BrokenApril_9_question_09121_target,0,Erau,question_images_version_94
Lit_BrokenApril_9_question_09121_target,1,entuziaști,question_images_version_94
Lit_BrokenApril_9_question_09121_target,2,și,question_images_version_94
Lit_BrokenApril_9_question_09121_target,3,vorbeau,question_images_version_94
Lit_BrokenApril_9_question_09121_target,4,despre,question_images_version_94
Lit_BrokenApril_9_question_09121_target,5,legende,question_images_version_94
Lit_BrokenApril_9_question_09121_target,6,și,question_images_version_94
Lit_BrokenApril_9_question_09121_target,7,aventuri,question_images_version_94
Lit_BrokenApril_9_question_09121_target,8,epice.,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_a,0,Erau,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_a,1,geloși,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_a,2,și,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_a,3,îi,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_a,4,povesteau,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_a,5,mituri,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_a,6,terifiante,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_a,7,din,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_a,8,munți.,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_b,0,Erau,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_b,1,îngrijorați,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_b,2,de,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_b,3,lipsa,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_b,4,condițiilor,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_b,5,de,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_b,6,trai,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_b,7,din,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_b,8,munți.,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_c,0,Erau,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_c,1,încântați,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_c,2,ca,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_c,3,cuplul,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_c,4,să,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_c,5,savureze,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_c,6,munții,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_c,7,în,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_c,8,plină,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_c,9,înflorire,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_c,10,de,question_images_version_94
Lit_BrokenApril_9_question_09121_distractor_c,11,primăvară.,question_images_version_94
question_09122,0,Ce,question_images_version_94
question_09122,1,emoție,question_images_version_94
question_09122,2,a,question_images_version_94
question_09122,3,simțit,question_images_version_94
question_09122,4,mireasa,question_images_version_94
question_09122,5,în,question_images_version_94
question_09122,6,trăsură?,question_images_version_94
Lit_BrokenApril_9_question_09122_target,0,Fericire.,question_images_version_94
Lit_BrokenApril_9_question_09122_distractor_a,0,Surpriză.,question_images_version_94
Lit_BrokenApril_9_question_09122_distractor_b,0,Anxietate.,question_images_version_94
Lit_BrokenApril_9_question_09122_distractor_c,0,Frică.,question_images_version_94
question_09131,0,Care,question_images_version_94
question_09131,1,este,question_images_version_94
question_09131,2,semnificația,question_images_version_94
question_09131,3,termenului,question_images_version_94
question_09131,4,„Stâncile,question_images_version_94
question_09131,5,"Blestemate""",question_images_version_94
question_09131,6,în,question_images_version_94
question_09131,7,text?,question_images_version_94
Lit_BrokenApril_9_question_09131_target,0,Termenul,question_images_version_94
Lit_BrokenApril_9_question_09131_target,1,prefigurează,question_images_version_94
Lit_BrokenApril_9_question_09131_target,2,întâmplări,question_images_version_94
Lit_BrokenApril_9_question_09131_target,3,misterioase,question_images_version_94
Lit_BrokenApril_9_question_09131_target,4,din,question_images_version_94
Lit_BrokenApril_9_question_09131_target,5,regiune.,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_a,0,Termenul,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_a,1,anticipează,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_a,2,că,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_a,3,Besian,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_a,4,vrea,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_a,5,să-și,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_a,6,sperie,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_a,7,soția.,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_b,0,Termenul,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_b,1,prefigurează,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_b,2,certurile,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_b,3,cuplului,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_b,4,proaspăt,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_b,5,căsătorit.,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_c,0,Termenul,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_c,1,anticipează,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_c,2,că,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_c,3,călătoria,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_c,4,în,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_c,5,luna,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_c,6,de,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_c,7,miere,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_c,8,va,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_c,9,trece,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_c,10,prin,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_c,11,terenuri,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_c,12,periculoase,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_c,13,și,question_images_version_94
Lit_BrokenApril_9_question_09131_distractor_c,14,înșelătoare.,question_images_version_94
question_09132,0,Care,question_images_version_94
question_09132,1,a,question_images_version_94
question_09132,2,fost,question_images_version_94
question_09132,3,scopul,question_images_version_94
question_09132,4,urmărit,question_images_version_94
question_09132,5,de,question_images_version_94
question_09132,6,Besian,question_images_version_94
question_09132,7,prin,question_images_version_94
question_09132,8,alegerea,question_images_version_94
question_09132,9,acelei,question_images_version_94
question_09132,10,destinații,question_images_version_94
question_09132,11,de,question_images_version_94
question_09132,12,călătorie?,question_images_version_94
Lit_BrokenApril_9_question_09132_target,0,Besian,question_images_version_94
Lit_BrokenApril_9_question_09132_target,1,își,question_images_version_94
Lit_BrokenApril_9_question_09132_target,2,căuta,question_images_version_94
Lit_BrokenApril_9_question_09132_target,3,inspirația,question_images_version_94
Lit_BrokenApril_9_question_09132_target,4,în,question_images_version_94
Lit_BrokenApril_9_question_09132_target,5,oamenii,question_images_version_94
Lit_BrokenApril_9_question_09132_target,6,și,question_images_version_94
Lit_BrokenApril_9_question_09132_target,7,peisajele,question_images_version_94
Lit_BrokenApril_9_question_09132_target,8,din,question_images_version_94
Lit_BrokenApril_9_question_09132_target,9,zona,question_images_version_94
Lit_BrokenApril_9_question_09132_target,10,montană.,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_a,0,Besian,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_a,1,a,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_a,2,vrut,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_a,3,să,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_a,4,le,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_a,5,demonstreze,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_a,6,prietenilor,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_a,7,soției,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_a,8,sale,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_a,9,că,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_a,10,munții,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_a,11,sunt,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_a,12,un,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_a,13,loc,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_a,14,frumos.,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_b,0,Besian,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_b,1,dorea,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_b,2,să,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_b,3,scape,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_b,4,de,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_b,5,bârfele,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_b,6,și,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_b,7,de,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_b,8,atenția,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_b,9,jurnaliștilor,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_b,10,din,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_b,11,orașul,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_b,12,său,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_b,13,natal.,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_c,0,Besian,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_c,1,era,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_c,2,epuizat,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_c,3,și,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_c,4,avea,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_c,5,nevoie,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_c,6,de,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_c,7,o,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_c,8,pauză,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_c,9,de,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_c,10,la,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_c,11,viața,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_c,12,agitată,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_c,13,a,question_images_version_94
Lit_BrokenApril_9_question_09132_distractor_c,14,orașului.,question_images_version_94
page_1,0,Aprilie,
page_1,1,Spulberat,
page_1,2,-,
page_1,3,Capitolul,
page_1,4,al,
page_1,5,treilea,
page_1,6,Nelăsând,
page_1,7,mâna,
page_1,8,soției,
page_1,9,dintr-a,
page_1,10,"sa,",
page_1,11,Besian,
page_1,12,Vorps,
page_1,13,se,
page_1,14,dădu,
page_1,15,aproape,
page_1,16,de,
page_1,17,geam,
page_1,18,și,
page_1,19,încercă,
page_1,20,să,
page_1,21,se,
page_1,22,convingă,
page_1,23,că,
page_1,24,orășelul,
page_1,25,pe,
page_1,26,care-l,
page_1,27,părăsiseră,
page_1,28,cu,
page_1,29,o,
page_1,30,jumătate,
page_1,31,de,
page_1,32,oră,
page_1,33,în,
page_1,34,"urmă,",
page_1,35,ultimul,
page_1,36,oraș,
page_1,37,la,
page_1,38,poalele,
page_1,39,masivului,
page_1,40,muntos,
page_1,41,din,
page_1,42,"nord,",
page_1,43,dispăruse,
page_1,44,în,
page_1,45,cele,
page_1,46,din,
page_1,47,urmă,
page_1,48,din,
page_1,49,raza,
page_1,50,vederii.,
page_1,51,Acum,
page_1,52,parcurgeau,
page_1,53,un,
page_1,54,pripor,
page_1,55,"lin,",
page_1,56,oarecum,
page_1,57,"ciudat,",
page_1,58,nici,
page_1,59,"câmp,",
page_1,60,nici,
page_1,61,"munte,",
page_1,62,nici,
page_1,63,podiș.,
page_2,0,"Munții,",
page_2,1,"propriu-zis,",
page_2,2,nu,
page_2,3,apăruseră,
page_2,4,"încă,",
page_2,5,dar,
page_2,6,se,
page_2,7,simțea,
page_2,8,umbra,
page_2,9,lor,
page_2,10,amenințătoare,
page_2,11,și,
page_2,12,se,
page_2,13,părea,
page_2,14,că,
page_2,15,tocmai,
page_2,16,această,
page_2,17,"umbră,",
page_2,18,deși,
page_2,19,respingea,
page_2,20,orice,
page_2,21,legătură,
page_2,22,între,
page_2,23,podiș,
page_2,24,și,
page_2,25,lumea,
page_2,26,"munților,",
page_2,27,îl,
page_2,28,împiedica,
page_2,29,să,
page_2,30,fie,
page_2,31,clasificat,
page_2,32,drept,
page_2,33,câmpie.,
page_2,34,"Era,",
page_2,35,"deci,",
page_2,36,o,
page_2,37,regiune,
page_2,38,de,
page_2,39,"frontieră,",
page_2,40,stearpă,
page_2,41,și,
page_2,42,aproape,
page_2,43,nelocuită.,
page_3,0,Când,
page_3,1,și,
page_3,2,când,
page_3,3,stropi,
page_3,4,minusculi,
page_3,5,de,
page_3,6,ploaie,
page_3,7,brumau,
page_3,8,ferestrele,
page_3,9,trăsurii.,
page_3,10,„Stâncile,
page_3,11,"Blestemate”,",
page_3,12,spuse,
page_3,13,el,
page_3,14,în,
page_3,15,"șoaptă,",
page_3,16,"șovăind,",
page_3,17,așa,
page_3,18,cum,
page_3,19,pronunți,
page_3,20,numele,
page_3,21,cuiva,
page_3,22,a,
page_3,23,cărui,
page_3,24,apariție,
page_3,25,ai,
page_3,26,așteptat-o,
page_3,27,îndelung.,
page_3,28,Simți,
page_3,29,cum,
page_3,30,cele,
page_3,31,două,
page_3,32,cuvinte,
page_3,33,îi,
page_3,34,provoacă,
page_3,35,femeii,
page_3,36,o,
page_3,37,tresărire,
page_3,38,vizibilă,
page_3,39,și,
page_3,40,reacția,
page_3,41,ei,
page_3,42,îl,
page_3,43,încântă.,
page_4,0,Ea,
page_4,1,se,
page_4,2,apleacă,
page_4,3,spre,
page_4,4,el,
page_4,5,să,
page_4,6,vadă,
page_4,7,mai,
page_4,8,bine,
page_4,9,și,
page_4,10,Besian,
page_4,11,îi,
page_4,12,simți,
page_4,13,parfumul,
page_4,14,cefei.,
page_4,15,—,
page_4,16,Unde,
page_4,17,sunt,
page_4,18,ei?,
page_4,19,El,
page_4,20,făcu,
page_4,21,un,
page_4,22,"semn,",
page_4,23,apoi,
page_4,24,îi,
page_4,25,arătă,
page_4,26,cu,
page_4,27,mâna,
page_4,28,"într-acolo,",
page_4,29,dar,
page_4,30,în,
page_4,31,direcția,
page_4,32,aceea,
page_4,33,ea,
page_4,34,nu,
page_4,35,zări,
page_4,36,nimic,
page_4,37,altceva,
page_4,38,decât,
page_4,39,o,
page_4,40,îmbulzeală,
page_4,41,de,
page_4,42,neguri.,
page_4,43,—,
page_4,44,Nu,
page_4,45,e,
page_4,46,nimic,
page_4,47,"clar,",
page_4,48,îi,
page_4,49,explică,
page_4,50,el.,
page_4,51,Mai,
page_4,52,avem,
page_4,53,încă,
page_4,54,destul,
page_4,55,de,
page_4,56,mers.,
page_5,0,Ea,
page_5,1,își,
page_5,2,puse,
page_5,3,iar,
page_5,4,mâna,
page_5,5,peste,
page_5,6,mâna,
page_5,7,lui,
page_5,8,și,
page_5,9,se,
page_5,10,lăsă,
page_5,11,pe,
page_5,12,spătarul,
page_5,13,canapelei.,
page_5,14,Smuciturile,
page_5,15,trăsurii,
page_5,16,făcură,
page_5,17,ca,
page_5,18,ziarul,
page_5,19,pe,
page_5,20,care-l,
page_5,21,cumpăraseră,
page_5,22,cu,
page_5,23,puțin,
page_5,24,înainte,
page_5,25,de,
page_5,26,plecarea,
page_5,27,din,
page_5,28,orășel,
page_5,29,și,
page_5,30,unde,
page_5,31,"scria,",
page_5,32,pe,
page_5,33,prima,
page_5,34,"pagină,",
page_5,35,despre,
page_5,36,"ei,",
page_5,37,să,
page_5,38,alunece,
page_5,39,și,
page_5,40,să,
page_5,41,"cadă,",
page_5,42,dar,
page_5,43,"niciunul,",
page_5,44,nu,
page_5,45,se,
page_5,46,aplecă,
page_5,47,să-l,
page_5,48,ia,
page_5,49,de,
page_5,50,jos.,
page_5,51,Ea,
page_5,52,zâmbi,
page_5,53,cu,
page_5,54,gândul,
page_5,55,"aiurea,",
page_5,56,amintindu-și,
page_5,57,titlul,
page_5,58,articolului,
page_5,59,dedicat,
page_5,60,călătoriei,
page_5,61,lor.,
page_5,62,„Un,
page_5,63,eveniment,
page_5,64,încântător:,
page_5,65,Scriitorul,
page_5,66,Besian,
page_5,67,Vorps,
page_5,68,și,
page_5,69,tânăra,
page_5,70,lui,
page_5,71,"soție,",
page_5,72,"Diana,",
page_5,73,au,
page_5,74,hotărât,
page_5,75,să-și,
page_5,76,petreacă,
page_5,77,luna,
page_5,78,de,
page_5,79,miere,
page_5,80,în,
page_5,81,masivul,
page_5,82,muntos,
page_5,83,din,
page_5,84,nord!”,
page_6,0,Mai,
page_6,1,apoi,
page_6,2,articolul,
page_6,3,era,
page_6,4,nițeluș,
page_6,5,confuz.,
page_6,6,Nu,
page_6,7,se,
page_6,8,înțelegea,
page_6,9,bine,
page_6,10,dacă,
page_6,11,autorul,
page_6,12,"său,",
page_6,13,un,
page_6,14,anume,
page_6,15,A.G.,
page_6,16,(să,
page_6,17,fi,
page_6,18,"fost,",
page_6,19,"oare,",
page_6,20,cunoștința,
page_6,21,lor,
page_6,22,comună,
page_6,23,Adrian,
page_6,24,Guma?),
page_6,25,le,
page_6,26,elogia,
page_6,27,inițiativa,
page_6,28,sau,
page_6,29,dădea,
page_6,30,glas,
page_6,31,unei,
page_6,32,invidii,
page_6,33,voalate.,
page_7,0,La,
page_7,1,"început,",
page_7,2,cu,
page_7,3,două,
page_7,4,săptămâni,
page_7,5,înaintea,
page_7,6,"căsătoriei,",
page_7,7,aflând,
page_7,8,de,
page_7,9,la,
page_7,10,el,
page_7,11,despre,
page_7,12,intenția,
page_7,13,de,
page_7,14,a,
page_7,15,întreprinde,
page_7,16,această,
page_7,17,"călătorie,",
page_7,18,ea,
page_7,19,se,
page_7,20,arătase,
page_7,21,surprinsă.,
page_7,22,Să,
page_7,23,nu,
page_7,24,te,
page_7,25,miri,
page_7,26,câtuși,
page_7,27,de,
page_7,28,"puțin,",
page_7,29,îi,
page_7,30,spuseseră,
page_7,31,prietenele.,
page_7,32,Te,
page_7,33,măriți,
page_7,34,cu,
page_7,35,un,
page_7,36,om,
page_7,37,"neobișnuit,",
page_7,38,de,
page_7,39,la,
page_7,40,care,
page_7,41,vei,
page_7,42,auzi,
page_7,43,doar,
page_7,44,lucruri,
page_7,45,neobișnuite.,
page_7,46,La,
page_7,47,urma-urmei,
page_7,48,nu,
